image,index,Image-URL-S,Image-URL-M,Image-URL-L
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=101x160 at 0x20B95DAF898>,249,http://images.amazon.com/images/P/0525947647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525947647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525947647.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=93x160 at 0x20B95DAF668>,250,http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95D91518>,251,http://images.amazon.com/images/P/1558744150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1558744150.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95DCB550>,252,http://images.amazon.com/images/P/0435272683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0435272683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0435272683.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95DCB5F8>,253,http://images.amazon.com/images/P/0316782505.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316782505.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95DCB6A0>,254,http://images.amazon.com/images/P/006102063X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006102063X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006102063X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95DCB518>,255,http://images.amazon.com/images/P/0060013117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060013117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060013117.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95DCB400>,256,http://images.amazon.com/images/P/0060199563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060199563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060199563.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=108x160 at 0x20B95DCB898>,257,http://images.amazon.com/images/P/006052779X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006052779X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006052779X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95DCB940>,258,http://images.amazon.com/images/P/0060563079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060563079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060563079.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=95x160 at 0x20B95DCB9E8>,259,http://images.amazon.com/images/P/0060809027.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060809027.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060809027.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=132x160 at 0x20B95DAF278>,260,http://images.amazon.com/images/P/0061040967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061040967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061040967.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DAF080>,261,http://images.amazon.com/images/P/0061050474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061050474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061050474.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95D918D0>,262,http://images.amazon.com/images/P/0061052515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061052515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061052515.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95D91F98>,263,http://images.amazon.com/images/P/0061052523.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061052523.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061052523.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95DCB358>,264,http://images.amazon.com/images/P/0064472264.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064472264.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064472264.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95DCB128>,265,http://images.amazon.com/images/P/0140620664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140620664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140620664.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95DCB198>,266,http://images.amazon.com/images/P/0312148267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312148267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312148267.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95DCB6D8>,267,http://images.amazon.com/images/P/0312156960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312156960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312156960.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DCB3C8>,268,http://images.amazon.com/images/P/0312890044.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312890044.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312890044.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95DCBC18>,269,http://images.amazon.com/images/P/034543191X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034543191X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034543191X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95DCBCC0>,270,http://images.amazon.com/images/P/0373836023.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373836023.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373836023.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95DCBD68>,271,http://images.amazon.com/images/P/0375751513.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375751513.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375751513.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=115x160 at 0x20B95DCB208>,272,http://images.amazon.com/images/P/0375801677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375801677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375801677.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95DCBE10>,273,http://images.amazon.com/images/P/0375814248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375814248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375814248.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DCBF60>,274,http://images.amazon.com/images/P/0375823352.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375823352.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375823352.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DCB748>,275,http://images.amazon.com/images/P/037582345X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037582345X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037582345X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DCB0B8>,276,http://images.amazon.com/images/P/0375823468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375823468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375823468.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95DCBDA0>,277,http://images.amazon.com/images/P/0380730448.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730448.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730448.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=116x160 at 0x20B95DCB278>,278,http://images.amazon.com/images/P/0380973839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380973839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380973839.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=112x160 at 0x20B95DCBCF8>,279,http://images.amazon.com/images/P/0385327773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385327773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385327773.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95DAF978>,280,http://images.amazon.com/images/P/0394586239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394586239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394586239.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=112x160 at 0x20B95DCB320>,281,http://images.amazon.com/images/P/0439510112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439510112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439510112.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95DCB390>,282,http://images.amazon.com/images/P/0440241413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440241413.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95DCB588>,283,http://images.amazon.com/images/P/0451409256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451409256.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95DCB240>,284,http://images.amazon.com/images/P/0451523415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451523415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451523415.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=95x160 at 0x20B95DCBA90>,285,http://images.amazon.com/images/P/0451526279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526279.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=89x160 at 0x20B95DCB978>,286,http://images.amazon.com/images/P/0451526341.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451526341.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95DCBA20>,287,http://images.amazon.com/images/P/0486415864.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486415864.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486415864.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95DE54E0>,288,http://images.amazon.com/images/P/0553280589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280589.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95DE5588>,289,http://images.amazon.com/images/P/0571197639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571197639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571197639.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=108x160 at 0x20B95DE5668>,290,http://images.amazon.com/images/P/0670035262.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670035262.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670035262.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95DE56D8>,291,http://images.amazon.com/images/P/0679423079.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679423079.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679423079.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95DE5780>,292,http://images.amazon.com/images/P/0679751343.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751343.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751343.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95DE5828>,293,http://images.amazon.com/images/P/0684833395.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684833395.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684833395.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95DE58D0>,294,http://images.amazon.com/images/P/0743245024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743245024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743245024.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DE5978>,295,http://images.amazon.com/images/P/0749748001.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749748001.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749748001.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95DE5A20>,296,http://images.amazon.com/images/P/0749748028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749748028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749748028.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=118x160 at 0x20B95DE5AC8>,297,http://images.amazon.com/images/P/0963094424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0963094424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0963094424.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95DE5B70>,298,http://images.amazon.com/images/P/1401201172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1401201172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1401201172.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95DE5C18>,299,http://images.amazon.com/images/P/1563892278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563892278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563892278.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95DCB4E0>,300,http://images.amazon.com/images/P/1563898586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563898586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563898586.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=103x160 at 0x20B95DCBB00>,301,http://images.amazon.com/images/P/156971620X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156971620X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156971620X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=130x160 at 0x20B95DAFA58>,302,http://images.amazon.com/images/P/1592571301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1592571301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1592571301.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=105x160 at 0x20B95DE5320>,303,http://images.amazon.com/images/P/0374270325.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374270325.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374270325.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=104x160 at 0x20B95DE5A58>,304,http://images.amazon.com/images/P/0375719180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375719180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375719180.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95DE5400>,305,http://images.amazon.com/images/P/0440235502.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440235502.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440235502.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95DE59B0>,306,http://images.amazon.com/images/P/044023722X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044023722X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044023722X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95DE50F0>,307,http://images.amazon.com/images/P/1573225487.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573225487.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573225487.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95DE5DA0>,308,http://images.amazon.com/images/P/1853260673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1853260673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1853260673.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DE5E48>,309,http://images.amazon.com/images/P/0060977477.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060977477.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060977477.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95DE5EF0>,310,http://images.amazon.com/images/P/0345391691.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391691.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391691.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=94x160 at 0x20B95DE5F98>,311,http://images.amazon.com/images/P/0520011171.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0520011171.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0520011171.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95DE52B0>,312,http://images.amazon.com/images/P/0553278746.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278746.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278746.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=106x160 at 0x20B95DE5CC0>,313,http://images.amazon.com/images/P/0670856045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670856045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670856045.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=99x160 at 0x20B95DE51D0>,314,http://images.amazon.com/images/P/0872200760.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0872200760.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0872200760.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=101x160 at 0x20B95DE5080>,315,http://images.amazon.com/images/P/0937858994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0937858994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0937858994.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95DE53C8>,316,http://images.amazon.com/images/P/0671649949.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671649949.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671649949.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95DE5E80>,317,http://images.amazon.com/images/P/0590431110.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590431110.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590431110.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95DFE198>,318,http://images.amazon.com/images/P/0064470113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064470113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064470113.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95DFE4E0>,319,http://images.amazon.com/images/P/0553571486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571486.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DE5BA8>,320,http://images.amazon.com/images/P/0972044205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0972044205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0972044205.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=94x160 at 0x20B95DE5D30>,321,http://images.amazon.com/images/P/0312963009.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312963009.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312963009.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95DE5240>,322,http://images.amazon.com/images/P/0345430476.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345430476.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345430476.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95DCBEB8>,323,http://images.amazon.com/images/P/0345435869.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345435869.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345435869.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=95x160 at 0x20B95DCBE48>,324,http://images.amazon.com/images/P/0380728729.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380728729.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380728729.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95DE5710>,325,http://images.amazon.com/images/P/038081840X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038081840X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038081840X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=107x160 at 0x20B95DFE2B0>,326,http://images.amazon.com/images/P/0449912302.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449912302.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449912302.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=87x140 at 0x20B95DFE390>,327,http://images.amazon.com/images/P/055329198X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055329198X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055329198X.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=98x160 at 0x20B95DFE748>,328,http://images.amazon.com/images/P/0671018930.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671018930.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671018930.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=96x160 at 0x20B95DFE7F0>,329,http://images.amazon.com/images/P/0812541642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812541642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812541642.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=97x160 at 0x20B95DFE898>,330,http://images.amazon.com/images/P/0312988699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312988699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312988699.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=100x160 at 0x20B95DFE940>,331,http://images.amazon.com/images/P/0486282112.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486282112.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486282112.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95DFE9E8>,332,http://images.amazon.com/images/P/8483007010.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8483007010.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8483007010.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=112x160 at 0x20B95DFEA90>,333,http://images.amazon.com/images/P/0670815373.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670815373.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670815373.01.LZZZZZZZ.jpg
<PIL.GifImagePlugin.GifImageFile image mode=P size=1x1 at 0x20B95DFEB38>,334,http://images.amazon.com/images/P/0385313748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385313748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385313748.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=160x151 at 0x20B95DFE780>,335,http://images.amazon.com/images/P/1575843366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575843366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575843366.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=109x160 at 0x20B95DFECC0>,336,http://images.amazon.com/images/P/0684193957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684193957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684193957.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=102x160 at 0x20B95DFED68>,337,http://images.amazon.com/images/P/0345371984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345371984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345371984.01.LZZZZZZZ.jpg
<PIL.JpegImagePlugin.JpegImageFile image mode=RGB size=101x160 at 0x20B95DFE630>,338,http://images.amazon.com/images/P/0380730138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380730138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380730138.01.LZZZZZZZ.jpg
